Competition,Team 1,Team 2,Result,Round,Year,Date
Serie B,Macaé / RJ,Paysandu / PA,2 x 1,12,2015
Serie B,Ceará / CE,Criciúma / SC,1 x 1,12,2015
Serie B,Atlético / GO,Mogi Mirim / SP,1 x 1,12,2015
Serie B,Bragantino / SP,Botafogo / RJ,1 x 0,12,2015
Serie B,América / MG,Abc / RN,2 x 1,12,2015
Serie B,Paraná / PR,Vitória / BA,0 x 1,12,2015
Serie B,Sampaio Correa / MA,Boa / MG,3 x 0,12,2015
Serie B,Náutico / PE,Santa Cruz / PE,2 x 1,12,2015
Serie B,Crb / AL,Luverdense / MT,0 x 0,12,2015
Serie B,Bahia / BA,Oeste / SP,1 x 0,12,2015
Serie B,Abc / RN,Paraná / PR,1 x 4,13,2015
Serie B,Mogi Mirim / SP,Macaé / RJ,3 x 1,13,2015
Serie B,Vitória / BA,Crb / AL,3 x 1,13,2015
Serie B,Luverdense / MT,Bragantino / SP,2 x 1,13,2015
Serie B,Botafogo / RJ,Náutico / PE,1 x 0,13,2015
Serie B,Criciúma / SC,Bahia / BA,2 x 1,13,2015
Serie B,Paysandu / PA,Sampaio Correa / MA,1 x 1,13,2015
Serie B,Santa Cruz / PE,Atlético / GO,3 x 0,13,2015
Serie B,Oeste / SP,América / MG,3 x 1,13,2015
Serie B,Boa / MG,Ceará / CE,0 x 0,13,2015
Serie B,Macaé / RJ,Paraná / PR,0 x 0,14,2015
Serie B,Sampaio Correa / MA,Abc / RN,3 x 2,14,2015
Serie B,América / MG,Boa / MG,2 x 0,14,2015
Serie B,Bragantino / SP,Atlético / GO,0 x 1,14,2015
Serie B,Bahia / BA,Botafogo / RJ,1 x 1,14,2015
Serie B,Criciúma / SC,Santa Cruz / PE,0 x 0,14,2015
Serie B,Náutico / PE,Vitória / BA,2 x 1,14,2015
Serie B,Crb / AL,Paysandu / PA,3 x 0,14,2015
Serie B,Ceará / CE,Mogi Mirim / SP,2 x 3,14,2015
Serie B,Luverdense / MT,Oeste / SP,1 x 1,14,2015
Serie B,Vitória / BA,Macaé / RJ,0 x 0,15,2015
Serie B,Mogi Mirim / SP,Bragantino / SP,2 x 3,15,2015
Serie B,Boa / MG,Luverdense / MT,2 x 1,15,2015
Serie B,Paraná / PR,Náutico / PE,2 x 0,15,2015
Serie B,Santa Cruz / PE,Bahia / BA,3 x 1,15,2015
Serie B,Oeste / SP,Sampaio Correa / MA,1 x 0,15,2015
Serie B,Paysandu / PA,América / MG,2 x 0,15,2015
Serie B,Abc / RN,Ceará / CE,0 x 1,15,2015
Serie B,Botafogo / RJ,Criciúma / SC,0 x 0,15,2015
Serie B,Atlético / GO,Crb / AL,1 x 0,15,2015
Serie B,Boa / MG,Criciúma / SC,1 x 1,16,2015
Serie B,Náutico / PE,Macaé / RJ,1 x 1,16,2015
Serie B,Paysandu / PA,Mogi Mirim / SP,1 x 1,16,2015
Serie B,Abc / RN,Bahia / BA,0 x 3,16,2015
Serie B,Botafogo / RJ,Luverdense / MT,0 x 0,16,2015
Serie B,Paraná / PR,Crb / AL,0 x 0,16,2015
Serie B,Atlético / GO,Sampaio Correa / MA,3 x 1,16,2015
Serie B,Oeste / SP,Santa Cruz / PE,1 x 0,16,2015
Serie B,Vitória / BA,América / MG,1 x 1,16,2015
Serie B,Bragantino / SP,Ceará / CE,3 x 0,16,2015
Serie B,América / MG,Paraná / PR,2 x 0,17,2015
Serie B,Sampaio Correa / MA,Bragantino / SP,2 x 0,17,2015
Serie B,Luverdense / MT,Paysandu / PA,1 x 0,17,2015
Serie B,Bahia / BA,Boa / MG,4 x 1,17,2015
Serie B,Criciúma / SC,Oeste / SP,3 x 2,17,2015
Serie B,Santa Cruz / PE,Botafogo / RJ,1 x 0,17,2015
Serie B,Ceará / CE,Vitória / BA,1 x 2,17,2015
Serie B,Crb / AL,Náutico / PE,1 x 0,17,2015
Serie B,Macaé / RJ,Atlético / GO,0 x 1,17,2015
Serie B,Mogi Mirim / SP,Abc / RN,2 x 2,17,2015
Serie B,Bahia / BA,Náutico / PE,1 x 1,18,2015
Serie B,Criciúma / SC,Paysandu / PA,1 x 0,18,2015
Serie B,Sampaio Correa / MA,Crb / AL,1 x 0,18,2015
Serie B,Santa Cruz / PE,Mogi Mirim / SP,2 x 1,18,2015
Serie B,Ceará / CE,América / MG,0 x 2,18,2015
Serie B,Oeste / SP,Atlético / GO,0 x 0,18,2015
Serie B,Luverdense / MT,Vitória / BA,0 x 2,18,2015
Serie B,Botafogo / RJ,Abc / RN,3 x 1,18,2015
Serie B,Boa / MG,Macaé / RJ,2 x 1,18,2015
Serie B,Bragantino / SP,Paraná / PR,2 x 1,18,2015
Serie B,Crb / AL,Criciúma / SC,3 x 1,19,2015
Serie B,Paraná / PR,Sampaio Correa / MA,1 x 0,19,2015
Serie B,Atlético / GO,Bahia / BA,1 x 1,19,2015
Serie B,Vitória / BA,Santa Cruz / PE,2 x 1,19,2015
Serie B,Mogi Mirim / SP,Luverdense / MT,1 x 1,19,2015
Serie B,América / MG,Botafogo / RJ,1 x 2,19,2015
Serie B,Paysandu / PA,Oeste / SP,3 x 1,19,2015
Serie B,Abc / RN,Boa / MG,0 x 1,19,2015
Serie B,Náutico / PE,Bragantino / SP,3 x 1,19,2015
Serie B,Macaé / RJ,Ceará / CE,1 x 2,19,2015
Serie B,Ceará / CE,Paraná / PR,4 x 3,20,2015
Serie B,Criciúma / SC,Mogi Mirim / SP,0 x 0,20,2015
Serie B,Bahia / BA,América / MG,1 x 1,20,2015
Serie B,Botafogo / RJ,Paysandu / PA,2 x 3,20,2015
Serie B,Bragantino / SP,Crb / AL,2 x 1,20,2015
Serie B,Sampaio Correa / MA,Vitória / BA,1 x 0,20,2015
Serie B,Luverdense / MT,Náutico / PE,5 x 1,20,2015
Serie B,Boa / MG,Atlético / GO,2 x 2,20,2015
Serie B,Santa Cruz / PE,Macaé / RJ,1 x 0,20,2015
Serie B,Oeste / SP,Abc / RN,1 x 1,20,2015
Serie B,Vitória / BA,Oeste / SP,1 x 1,21,2015
Serie B,Abc / RN,Criciúma / SC,2 x 2,21,2015
Serie B,América / MG,Luverdense / MT,1 x 2,21,2015
Serie B,Crb / AL,Botafogo / RJ,2 x 1,21,2015
Serie B,Macaé / RJ,Sampaio Correa / MA,1 x 1,21,2015
Serie B,Mogi Mirim / SP,Bahia / BA,1 x 1,21,2015
Serie B,Paraná / PR,Santa Cruz / PE,3 x 2,21,2015
Serie B,Paysandu / PA,Bragantino / SP,2 x 0,21,2015
Serie B,Náutico / PE,Boa / MG,1 x 0,21,2015
Serie B,Atlético / GO,Ceará / CE,3 x 2,21,2015
Serie B,Criciúma / SC,Náutico / PE,1 x 0,22,2015
Serie B,Ceará / CE,Paysandu / PA,0 x 0,22,2015
Serie B,Bahia / BA,Crb / AL,3 x 2,22,2015
Serie B,Bragantino / SP,Vitória / BA,2 x 1,22,2015
Serie B,Boa / MG,Paraná / PR,1 x 2,22,2015
Serie B,Sampaio Correa / MA,Mogi Mirim / SP,3 x 1,22,2015
Serie B,Santa Cruz / PE,América / MG,2 x 1,22,2015
Serie B,Luverdense / MT,Abc / RN,1 x 1,22,2015
Serie B,Botafogo / RJ,Atlético / GO,4 x 0,22,2015
Serie B,Oeste / SP,Macaé / RJ,1 x 2,22,2015
Serie B,Náutico / PE,Sampaio Correa / MA,1 x 1,23,2015
Serie B,Abc / RN,Santa Cruz / PE,1 x 1,23,2015
Serie B,Crb / AL,Ceará / CE,1 x 3,23,2015
Serie B,Atlético / GO,Criciúma / SC,0 x 0,23,2015
Serie B,Macaé / RJ,Luverdense / MT,1 x 3,23,2015
Serie B,Paraná / PR,Bahia / BA,1 x 0,23,2015
Serie B,Vitória / BA,Botafogo / RJ,1 x 2,23,2015
Serie B,América / MG,Bragantino / SP,1 x 2,23,2015
Serie B,Mogi Mirim / SP,Oeste / SP,0 x 0,23,2015
Serie B,Paysandu / PA,Boa / MG,3 x 0,23,2015
Serie B,Oeste / SP,Crb / AL,0 x 0,24,2015
Serie B,Ceará / CE,Náutico / PE,1 x 0,24,2015
Serie B,Luverdense / MT,Atlético / GO,1 x 1,24,2015
Serie B,Bahia / BA,Macaé / RJ,1 x 0,24,2015
Serie B,Botafogo / RJ,Paraná / PR,2 x 1,24,2015
Serie B,Bragantino / SP,Abc / RN,3 x 1,24,2015
Serie B,Boa / MG,Mogi Mirim / SP,0 x 1,24,2015
Serie B,Criciúma / SC,Vitória / BA,2 x 3,24,2015
Serie B,Sampaio Correa / MA,América / MG,0 x 2,24,2015
Serie B,Santa Cruz / PE,Paysandu / PA,1 x 2,24,2015
Serie B,Bahia / BA,Bragantino / SP,3 x 2,25,2015
Serie B,Paraná / PR,Paysandu / PA,1 x 1,25,2015
Serie B,Oeste / SP,Boa / MG,2 x 1,25,2015
Serie B,Mogi Mirim / SP,Botafogo / RJ,0 x 3,25,2015
Serie B,América / MG,Náutico / PE,2 x 1,25,2015
Serie B,Sampaio Correa / MA,Ceará / CE,1 x 0,25,2015
Serie B,Santa Cruz / PE,Luverdense / MT,2 x 0,25,2015
Serie B,Atlético / GO,Vitória / BA,0 x 0,25,2015
Serie B,Macaé / RJ,Criciúma / SC,1 x 1,25,2015
Serie B,Botafogo / RJ,Oeste / SP,1 x 1,26,2015
Serie B,Bragantino / SP,Macaé / RJ,2 x 2,26,2015
Serie B,Vitória / BA,Mogi Mirim / SP,4 x 1,26,2015
Serie B,Criciúma / SC,Sampaio Correa / MA,1 x 1,26,2015
Serie B,Paysandu / PA,Abc / RN,3 x 2,26,2015
Serie B,Náutico / PE,Atlético / GO,1 x 1,26,2015
Serie B,Luverdense / MT,Paraná / PR,2 x 0,26,2015
Serie B,Crb / AL,América / MG,1 x 0,26,2015
Serie B,Ceará / CE,Bahia / BA,2 x 2,26,2015
Serie B,Boa / MG,Santa Cruz / PE,1 x 3,26,2015
Serie B,Abc / RN,Vitória / BA,0 x 0,27,2015
Serie B,Atlético / GO,América / MG,1 x 1,27,2015
Serie B,Boa / MG,Botafogo / RJ,0 x 1,27,2015
Serie B,Bahia / BA,Sampaio Correa / MA,1 x 1,27,2015
Serie B,Mogi Mirim / SP,Paraná / PR,1 x 2,27,2015
Serie B,Paysandu / PA,Náutico / PE,0 x 1,27,2015
Serie B,Santa Cruz / PE,Ceará / CE,2 x 1,27,2015
Serie B,Oeste / SP,Bragantino / SP,1 x 1,27,2015
Serie B,Criciúma / SC,Luverdense / MT,0 x 1,27,2015
Serie B,Macaé / RJ,Crb / AL,0 x 0,27,2015
Serie B,Botafogo / RJ,Macaé / RJ,2 x 1,28,2015
Serie B,Bragantino / SP,Boa / MG,2 x 1,28,2015
Serie B,América / MG,Criciúma / SC,2 x 1,28,2015
Serie B,Vitória / BA,Paysandu / PA,3 x 1,28,2015
Serie B,Crb / AL,Mogi Mirim / SP,2 x 1,28,2015
Serie B,Sampaio Correa / MA,Santa Cruz / PE,0 x 0,28,2015
Serie B,Náutico / PE,Abc / RN,3 x 0,28,2015
Serie B,Ceará / CE,Oeste / SP,1 x 1,28,2015
Serie B,Paraná / PR,Atlético / GO,1 x 2,28,2015
Serie B,Luverdense / MT,Bahia / BA,2 x 2,28,2015
Serie B,Mogi Mirim / SP,América / MG,1 x 2,29,2015
Serie B,Santa Cruz / PE,Bragantino / SP,3 x 1,29,2015
Serie B,Criciúma / SC,Paraná / PR,0 x 0,29,2015
Serie B,Sampaio Correa / MA,Botafogo / RJ,2 x 2,29,2015
Serie B,Bahia / BA,Vitória / BA,1 x 3,29,2015
Serie B,Macaé / RJ,Abc / RN,3 x 1,29,2015
Serie B,Boa / MG,Crb / AL,1 x 3,29,2015
Serie B,Atlético / GO,Paysandu / PA,2 x 1,29,2015
Serie B,Oeste / SP,Náutico / PE,2 x 0,29,2015
Serie B,Ceará / CE,Luverdense / MT,0 x 1,29,2015
Serie B,Paysandu / PA,Bahia / BA,0 x 0,30,2015
Serie B,Bragantino / SP,Criciúma / SC,2 x 0,30,2015
Serie B,Vitória / BA,Boa / MG,2 x 1,30,2015
Serie B,América / MG,Macaé / RJ,1 x 0,30,2015
Serie B,Paraná / PR,Oeste / SP,1 x 1,30,2015
Serie B,Náutico / PE,Mogi Mirim / SP,1 x 0,30,2015
Serie B,Abc / RN,Atlético / GO,1 x 1,30,2015
Serie B,Crb / AL,Santa Cruz / PE,3 x 2,30,2015
Serie B,Botafogo / RJ,Ceará / CE,0 x 1,30,2015
Serie B,Luverdense / MT,Sampaio Correa / MA,2 x 1,30,2015
Serie B,Botafogo / RJ,Bragantino / SP,4 x 0,31,2015
Serie B,Boa / MG,Sampaio Correa / MA,2 x 2,31,2015
Serie B,Vitória / BA,Paraná / PR,1 x 1,31,2015
Serie B,Mogi Mirim / SP,Atlético / GO,0 x 2,31,2015
Serie B,Criciúma / SC,Ceará / CE,3 x 0,31,2015
Serie B,Santa Cruz / PE,Náutico / PE,1 x 3,31,2015
Serie B,Abc / RN,América / MG,4 x 2,31,2015
Serie B,Oeste / SP,Bahia / BA,0 x 1,31,2015
Serie B,Paysandu / PA,Macaé / RJ,1 x 1,31,2015
Serie B,Luverdense / MT,Crb / AL,2 x 0,31,2015
Serie B,Bahia / BA,Criciúma / SC,1 x 0,32,2015
Serie B,América / MG,Oeste / SP,2 x 1,32,2015
Serie B,Macaé / RJ,Mogi Mirim / SP,1 x 0,32,2015
Serie B,Sampaio Correa / MA,Paysandu / PA,2 x 0,32,2015
Serie B,Bragantino / SP,Luverdense / MT,3 x 2,32,2015
Serie B,Náutico / PE,Botafogo / RJ,1 x 4,32,2015
Serie B,Atlético / GO,Santa Cruz / PE,0 x 0,32,2015
Serie B,Crb / AL,Vitória / BA,0 x 0,32,2015
Serie B,Paraná / PR,Abc / RN,0 x 0,32,2015
Serie B,Ceará / CE,Boa / MG,2 x 1,32,2015
Serie B,Boa / MG,América / MG,1 x 2,33,2015
Serie B,Oeste / SP,Luverdense / MT,1 x 0,33,2015
Serie B,Santa Cruz / PE,Criciúma / SC,2 x 0,33,2015
Serie B,Paraná / PR,Macaé / RJ,3 x 0,33,2015
Serie B,Atlético / GO,Bragantino / SP,0 x 1,33,2015
Serie B,Vitória / BA,Náutico / PE,2 x 3,33,2015
Serie B,Botafogo / RJ,Bahia / BA,1 x 0,33,2015
Serie B,Mogi Mirim / SP,Ceará / CE,0 x 2,33,2015
Serie B,Paysandu / PA,Crb / AL,5 x 1,33,2015
Serie B,Abc / RN,Sampaio Correa / MA,2 x 3,33,2015
Serie B,Bragantino / SP,Mogi Mirim / SP,3 x 1,34,2015
Serie B,América / MG,Paysandu / PA,3 x 1,34,2015
Serie B,Ceará / CE,Abc / RN,3 x 0,34,2015
Serie B,Luverdense / MT,Boa / MG,2 x 0,34,2015
Serie B,Criciúma / SC,Botafogo / RJ,1 x 0,34,2015
Serie B,Macaé / RJ,Vitória / BA,0 x 2,34,2015
Serie B,Bahia / BA,Santa Cruz / PE,1 x 2,34,2015
Serie B,Náutico / PE,Paraná / PR,2 x 0,34,2015
Serie B,Crb / AL,Atlético / GO,4 x 1,34,2015
Serie B,Sampaio Correa / MA,Oeste / SP,1 x 1,34,2015
Serie B,Macaé / RJ,Náutico / PE,1 x 1,35,2015
Serie B,Mogi Mirim / SP,Paysandu / PA,1 x 1,35,2015
Serie B,América / MG,Vitória / BA,4 x 0,35,2015
Serie B,Criciúma / SC,Boa / MG,3 x 0,35,2015
Serie B,Bahia / BA,Abc / RN,2 x 2,35,2015
Serie B,Sampaio Correa / MA,Atlético / GO,2 x 0,35,2015
Serie B,Santa Cruz / PE,Oeste / SP,3 x 1,35,2015
Serie B,Ceará / CE,Bragantino / SP,3 x 0,35,2015
Serie B,Luverdense / MT,Botafogo / RJ,0 x 1,35,2015
Serie B,Crb / AL,Paraná / PR,2 x 0,35,2015
Serie B,Paysandu / PA,Luverdense / MT,3 x 2,36,2015
Serie B,Abc / RN,Mogi Mirim / SP,3 x 1,36,2015
Serie B,Oeste / SP,Criciúma / SC,1 x 1,36,2015
Serie B,Botafogo / RJ,Santa Cruz / PE,0 x 3,36,2015
Serie B,Bragantino / SP,Sampaio Correa / MA,3 x 0,36,2015
Serie B,Boa / MG,Bahia / BA,3 x 0,36,2015
Serie B,Paraná / PR,América / MG,1 x 0,36,2015
Serie B,Náutico / PE,Crb / AL,1 x 1,36,2015
Serie B,Vitória / BA,Ceará / CE,1 x 0,36,2015
Serie B,Atlético / GO,Macaé / RJ,3 x 4,36,2015
Serie B,Atlético / GO,Oeste / SP,3 x 1,37,2015
Serie B,Macaé / RJ,Boa / MG,1 x 1,37,2015
Serie B,Abc / RN,Botafogo / RJ,1 x 2,37,2015
Serie B,Paysandu / PA,Criciúma / SC,1 x 0,37,2015
Serie B,Vitória / BA,Luverdense / MT,3 x 0,37,2015
Serie B,Mogi Mirim / SP,Santa Cruz / PE,0 x 3,37,2015
Serie B,América / MG,Ceará / CE,1 x 1,37,2015
Serie B,Náutico / PE,Bahia / BA,1 x 0,37,2015
Serie B,Paraná / PR,Bragantino / SP,0 x 2,37,2015
Serie B,Crb / AL,Sampaio Correa / MA,2 x 1,37,2015
Serie B,Boa / MG,Abc / RN,2 x 0,38,2015
Serie B,Bahia / BA,Atlético / GO,1 x 0,38,2015
Serie B,Botafogo / RJ,América / MG,0 x 0,38,2015
Serie B,Bragantino / SP,Náutico / PE,0 x 2,38,2015
Serie B,Criciúma / SC,Crb / AL,2 x 1,38,2015
Serie B,Sampaio Correa / MA,Paraná / PR,1 x 1,38,2015
Serie B,Santa Cruz / PE,Vitória / BA,3 x 1,38,2015
Serie B,Ceará / CE,Macaé / RJ,1 x 0,38,2015
Serie B,Luverdense / MT,Mogi Mirim / SP,2 x 0,38,2015
Serie B,Oeste / SP,Paysandu / PA,0 x 0,38,2015,28/11/2015
Serie B,Ceará / CE,Paysandu / PA,2 x 2,1,2016
Serie B,Bahia / BA,Avaí / SC,2 x 1,1,2016
Serie B,Sampaio Correa / MA,Vasco da Gama / RJ,0 x 4,1,2016
Serie B,Oeste / SP,Atlético / GO,0 x 1,1,2016
Serie B,Vila Nova / GO,Bragantino / SP,3 x 1,1,2016
Serie B,Luverdense / MT,Joinville / SC,1 x 1,1,2016
Serie B,Tupi / MG,Goiás / GO,0 x 1,1,2016
Serie B,Brasil / RS,Paraná / PR,2 x 0,1,2016
Serie B,Londrina / PR,Crb / AL,0 x 1,1,2016
Serie B,Criciúma / SC,Náutico / PE,1 x 0,1,2016
Serie B,Náutico / PE,Vila Nova / GO,3 x 2,2,2016
Serie B,Crb / AL,Ceará / CE,0 x 3,2,2016
Serie B,Paysandu / PA,Oeste / SP,1 x 1,2,2016
Serie B,Bragantino / SP,Luverdense / MT,0 x 1,2,2016
Serie B,Goiás / GO,Londrina / PR,1 x 1,2,2016
Serie B,Vasco da Gama / RJ,Tupi / MG,1 x 0,2,2016
Serie B,Atlético / GO,Brasil / RS,1 x 0,2,2016
Serie B,Joinville / SC,Criciúma / SC,0 x 0,2,2016
Serie B,Paraná / PR,Bahia / BA,0 x 0,2,2016
Serie B,Avaí / SC,Sampaio Correa / MA,2 x 0,2,2016
Serie B,Ceará / CE,Atlético / GO,0 x 1,3,2016
Serie B,Bahia / BA,Joinville / SC,1 x 0,3,2016
Serie B,Sampaio Correa / MA,Paraná / PR,1 x 2,3,2016
Serie B,Oeste / SP,Crb / AL,2 x 1,3,2016
Serie B,Vila Nova / GO,Vasco da Gama / RJ,0 x 2,3,2016
Serie B,Luverdense / MT,Avaí / SC,1 x 1,3,2016
Serie B,Tupi / MG,Paysandu / PA,5 x 1,3,2016
Serie B,Brasil / RS,Bragantino / SP,2 x 0,3,2016
Serie B,Londrina / PR,Náutico / PE,1 x 0,3,2016
Serie B,Criciúma / SC,Goiás / GO,3 x 1,3,2016
Serie B,Náutico / PE,Sampaio Correa / MA,5 x 0,4,2016
Serie B,Crb / AL,Criciúma / SC,2 x 1,4,2016
Serie B,Paysandu / PA,Luverdense / MT,2 x 1,4,2016
Serie B,Bragantino / SP,Tupi / MG,2 x 1,4,2016
Serie B,Goiás / GO,Brasil / RS,1 x 1,4,2016
Serie B,Vasco da Gama / RJ,Bahia / BA,4 x 3,4,2016
Serie B,Atlético / GO,Vila Nova / GO,2 x 1,4,2016
Serie B,Joinville / SC,Londrina / PR,1 x 1,4,2016
Serie B,Paraná / PR,Oeste / SP,2 x 1,4,2016
Serie B,Avaí / SC,Ceará / CE,4 x 2,4,2016
Serie B,Ceará / CE,Goiás / GO,2 x 1,5,2016
Serie B,Bahia / BA,Náutico / PE,0 x 0,5,2016
Serie B,Sampaio Correa / MA,Bragantino / SP,0 x 0,5,2016
Serie B,Oeste / SP,Vasco da Gama / RJ,1 x 1,5,2016
Serie B,Vila Nova / GO,Crb / AL,1 x 2,5,2016
Serie B,Luverdense / MT,Atlético / GO,3 x 2,5,2016
Serie B,Tupi / MG,Joinville / SC,1 x 2,5,2016
Serie B,Brasil / RS,Paysandu / PA,1 x 0,5,2016
Serie B,Londrina / PR,Paraná / PR,1 x 1,5,2016
Serie B,Criciúma / SC,Avaí / SC,1 x 0,5,2016
Serie B,Náutico / PE,Joinville / SC,2 x 0,6,2016
Serie B,Bahia / BA,Paysandu / PA,3 x 0,6,2016
Serie B,Sampaio Correa / MA,Ceará / CE,2 x 3,6,2016
Serie B,Oeste / SP,Criciúma / SC,1 x 0,6,2016
Serie B,Vila Nova / GO,Paraná / PR,0 x 0,6,2016
Serie B,Vasco da Gama / RJ,Goiás / GO,1 x 0,6,2016
Serie B,Atlético / GO,Bragantino / SP,1 x 0,6,2016
Serie B,Brasil / RS,Luverdense / MT,1 x 1,6,2016
Serie B,Londrina / PR,Tupi / MG,1 x 0,6,2016
Serie B,Avaí / SC,Crb / AL,2 x 1,6,2016
Serie B,Ceará / CE,Londrina / PR,1 x 0,7,2016
Serie B,Crb / AL,Sampaio Correa / MA,2 x 1,7,2016
Serie B,Paysandu / PA,Náutico / PE,1 x 3,7,2016
Serie B,Bragantino / SP,Avaí / SC,1 x 0,7,2016
Serie B,Goiás / GO,Bahia / BA,0 x 2,7,2016
Serie B,Luverdense / MT,Vila Nova / GO,0 x 2,7,2016
Serie B,Tupi / MG,Oeste / SP,0 x 1,7,2016
Serie B,Joinville / SC,Vasco da Gama / RJ,0 x 2,7,2016
Serie B,Paraná / PR,Atlético / GO,0 x 0,7,2016
Serie B,Criciúma / SC,Brasil / RS,3 x 0,7,2016
Serie B,Náutico / PE,Paraná / PR,5 x 1,8,2016
Serie B,Bahia / BA,Crb / AL,3 x 0,8,2016
Serie B,Sampaio Correa / MA,Criciúma / SC,1 x 0,8,2016
Serie B,Bragantino / SP,Paysandu / PA,0 x 0,8,2016
Serie B,Goiás / GO,Oeste / SP,1 x 1,8,2016
Serie B,Luverdense / MT,Ceará / CE,2 x 0,8,2016
Serie B,Atlético / GO,Vasco da Gama / RJ,2 x 1,8,2016
Serie B,Brasil / RS,Tupi / MG,1 x 0,8,2016
Serie B,Londrina / PR,Vila Nova / GO,1 x 0,8,2016
Serie B,Avaí / SC,Joinville / SC,0 x 1,8,2016
Serie B,Ceará / CE,Brasil / RS,3 x 0,9,2016
Serie B,Crb / AL,Bragantino / SP,2 x 1,9,2016
Serie B,Paysandu / PA,Avaí / SC,1 x 0,9,2016
Serie B,Oeste / SP,Londrina / PR,1 x 1,9,2016
Serie B,Vila Nova / GO,Sampaio Correa / MA,1 x 0,9,2016
Serie B,Vasco da Gama / RJ,Náutico / PE,3 x 2,9,2016
Serie B,Tupi / MG,Luverdense / MT,0 x 0,9,2016
Serie B,Joinville / SC,Atlético / GO,0 x 0,9,2016
Serie B,Paraná / PR,Goiás / GO,2 x 0,9,2016
Serie B,Criciúma / SC,Bahia / BA,3 x 2,9,2016
Serie B,Náutico / PE,Bragantino / SP,1 x 1,10,2016
Serie B,Bahia / BA,Londrina / PR,1 x 2,10,2016
Serie B,Sampaio Correa / MA,Brasil / RS,1 x 1,10,2016
Serie B,Oeste / SP,Vila Nova / GO,1 x 3,10,2016
Serie B,Goiás / GO,Avaí / SC,2 x 0,10,2016
Serie B,Vasco da Gama / RJ,Paysandu / PA,0 x 2,10,2016
Serie B,Atlético / GO,Crb / AL,1 x 2,10,2016
Serie B,Joinville / SC,Ceará / CE,1 x 1,10,2016
Serie B,Paraná / PR,Luverdense / MT,1 x 2,10,2016
Serie B,Criciúma / SC,Tupi / MG,2 x 2,10,2016
Serie B,Ceará / CE,Oeste / SP,1 x 0,11,2016
Serie B,Crb / AL,Paraná / PR,1 x 1,11,2016
Serie B,Paysandu / PA,Joinville / SC,1 x 0,11,2016
Serie B,Bragantino / SP,Goiás / GO,0 x 1,11,2016
Serie B,Vila Nova / GO,Criciúma / SC,2 x 3,11,2016
Serie B,Luverdense / MT,Sampaio Correa / MA,0 x 0,11,2016
Serie B,Tupi / MG,Bahia / BA,2 x 1,11,2016
Serie B,Brasil / RS,Náutico / PE,0 x 0,11,2016
Serie B,Londrina / PR,Vasco da Gama / RJ,0 x 1,11,2016
Serie B,Avaí / SC,Atlético / GO,1 x 1,11,2016
Serie B,Ceará / CE,Náutico / PE,2 x 1,12,2016
Serie B,Crb / AL,Vasco da Gama / RJ,1 x 2,12,2016
Serie B,Paysandu / PA,Atlético / GO,0 x 0,12,2016
Serie B,Oeste / SP,Sampaio Correa / MA,1 x 0,12,2016
Serie B,Vila Nova / GO,Goiás / GO,1 x 1,12,2016
Serie B,Luverdense / MT,Londrina / PR,2 x 1,12,2016
Serie B,Tupi / MG,Avaí / SC,1 x 1,12,2016
Serie B,Brasil / RS,Bahia / BA,2 x 1,12,2016
Serie B,Paraná / PR,Joinville / SC,1 x 0,12,2016
Serie B,Criciúma / SC,Bragantino / SP,1 x 1,12,2016
Serie B,Náutico / PE,Luverdense / MT,1 x 0,13,2016
Serie B,Bahia / BA,Oeste / SP,2 x 0,13,2016
Serie B,Sampaio Correa / MA,Tupi / MG,3 x 1,13,2016
Serie B,Bragantino / SP,Ceará / CE,1 x 1,13,2016
Serie B,Goiás / GO,Paysandu / PA,0 x 0,13,2016
Serie B,Vasco da Gama / RJ,Paraná / PR,1 x 2,13,2016
Serie B,Atlético / GO,Criciúma / SC,1 x 0,13,2016
Serie B,Joinville / SC,Crb / AL,1 x 3,13,2016
Serie B,Londrina / PR,Brasil / RS,1 x 0,13,2016
Serie B,Avaí / SC,Vila Nova / GO,3 x 1,13,2016
Serie B,Ceará / CE,Bahia / BA,1 x 0,14,2016
Serie B,Crb / AL,Goiás / GO,2 x 1,14,2016
Serie B,Sampaio Correa / MA,Paysandu / PA,0 x 0,14,2016
Serie B,Bragantino / SP,Paraná / PR,0 x 1,14,2016
Serie B,Vila Nova / GO,Tupi / MG,1 x 0,14,2016
Serie B,Luverdense / MT,Oeste / SP,0 x 1,14,2016
Serie B,Atlético / GO,Náutico / PE,3 x 0,14,2016
Serie B,Brasil / RS,Joinville / SC,2 x 0,14,2016
Serie B,Londrina / PR,Criciúma / SC,2 x 2,14,2016
Serie B,Avaí / SC,Vasco da Gama / RJ,2 x 1,14,2016
Serie B,Náutico / PE,Crb / AL,1 x 3,15,2016
Serie B,Bahia / BA,Vila Nova / GO,0 x 1,15,2016
Serie B,Paysandu / PA,Londrina / PR,0 x 0,15,2016
Serie B,Oeste / SP,Bragantino / SP,1 x 3,15,2016
Serie B,Goiás / GO,Atlético / GO,2 x 2,15,2016
Serie B,Vasco da Gama / RJ,Brasil / RS,2 x 0,15,2016
Serie B,Tupi / MG,Ceará / CE,2 x 1,15,2016
Serie B,Joinville / SC,Sampaio Correa / MA,2 x 0,15,2016
Serie B,Paraná / PR,Avaí / SC,0 x 0,15,2016
Serie B,Criciúma / SC,Luverdense / MT,2 x 2,15,2016
