Competition,Team 1,Team 2,Result,Round,Year,Date
Serie C,Joinville / SC,São Bento / SP,1 x 1,6,2017
Serie C,Sampaio Correa / MA,Salgueiro / PE,1 x 0,7,2017
Serie C,Csa / AL,Fortaleza / CE,1 x 0,7,2017
Serie C,Cuiabá / MT,Asa / AL,1 x 1,7,2017
Serie C,Confiança / SE,Botafogo / PB,0 x 1,7,2017
Serie C,Remo / PA,Moto Club / MA,3 x 2,7,2017
Serie C,Bragantino / SP,São Bento / SP,0 x 3,7,2017
Serie C,Macaé / RJ,Joinville / SC,1 x 0,7,2017
Serie C,Tupi / MG,Botafogo / SP,0 x 0,7,2017
Serie C,Mogi Mirim / SP,Volta Redonda / RJ,2 x 1,7,2017
Serie C,Ypiranga / RS,Tombense / MG,0 x 1,7,2017
Serie C,Sampaio Correa / MA,Remo / PA,1 x 1,8,2017
Serie C,Asa / AL,Botafogo / PB,2 x 1,8,2017
Serie C,Cuiabá / MT,Moto Club / MA,1 x 0,8,2017
Serie C,Salgueiro / PE,Csa / AL,0 x 1,8,2017
Serie C,Fortaleza / CE,Confiança / SE,1 x 1,8,2017
Serie C,Botafogo / SP,Tombense / MG,0 x 0,8,2017
Serie C,Macaé / RJ,Mogi Mirim / SP,1 x 0,8,2017
Serie C,Tupi / MG,Volta Redonda / RJ,3 x 1,8,2017
Serie C,São Bento / SP,Ypiranga / RS,1 x 2,8,2017
Serie C,Joinville / SC,Bragantino / SP,2 x 0,8,2017
Serie C,Moto Club / MA,Fortaleza / CE,1 x 0,9,2017
Serie C,Csa / AL,Cuiabá / MT,0 x 0,9,2017
Serie C,Botafogo / PB,Sampaio Correa / MA,1 x 2,9,2017
Serie C,Confiança / SE,Asa / AL,1 x 1,9,2017
Serie C,Remo / PA,Salgueiro / PE,0 x 1,9,2017
Serie C,Bragantino / SP,Tupi / MG,0 x 0,9,2017
Serie C,Volta Redonda / RJ,São Bento / SP,0 x 0,9,2017
Serie C,Tombense / MG,Macaé / RJ,2 x 1,9,2017
Serie C,Mogi Mirim / SP,Joinville / SC,1 x 1,9,2017
Serie C,Ypiranga / RS,Botafogo / SP,1 x 1,9,2017
Serie C,Sampaio Correa / MA,Moto Club / MA,0 x 1,10,2017
Serie C,Salgueiro / PE,Confiança / SE,4 x 1,10,2017
Serie C,Asa / AL,Csa / AL,0 x 0,10,2017
Serie C,Botafogo / SP,Bragantino / SP,1 x 0,10,2017
Serie C,Macaé / RJ,Volta Redonda / RJ,0 x 3,10,2017
Serie C,São Bento / SP,Mogi Mirim / SP,1 x 0,10,2017
Serie C,Fortaleza / CE,Remo / PA,1 x 1,10,2017
Serie C,Cuiabá / MT,Botafogo / PB,1 x 0,10,2017
Serie C,Joinville / SC,Ypiranga / RS,2 x 1,10,2017
Serie C,Tupi / MG,Tombense / MG,1 x 0,10,2017
Serie C,Moto Club / MA,Salgueiro / PE,0 x 2,11,2017
Serie C,Remo / PA,Asa / AL,1 x 0,11,2017
Serie C,Tombense / MG,São Bento / SP,3 x 2,11,2017
Serie C,Mogi Mirim / SP,Botafogo / SP,2 x 2,11,2017
Serie C,Bragantino / SP,Macaé / RJ,1 x 1,11,2017
Serie C,Volta Redonda / RJ,Joinville / SC,0 x 0,11,2017
Serie C,Csa / AL,Sampaio Correa / MA,1 x 1,11,2017
Serie C,Ypiranga / RS,Tupi / MG,1 x 1,11,2017
Serie C,Confiança / SE,Cuiabá / MT,1 x 1,11,2017
Serie C,Botafogo / PB,Fortaleza / CE,0 x 2,11,2017
Serie C,Cuiabá / MT,Remo / PA,0 x 0,12,2017
Serie C,Sampaio Correa / MA,Asa / AL,1 x 0,12,2017
Serie C,Fortaleza / CE,Salgueiro / PE,1 x 0,12,2017
Serie C,Macaé / RJ,São Bento / SP,0 x 0,12,2017
Serie C,Mogi Mirim / SP,Tombense / MG,1 x 1,12,2017
Serie C,Tupi / MG,Joinville / SC,3 x 1,12,2017
Serie C,Csa / AL,Botafogo / PB,2 x 1,12,2017
Serie C,Ypiranga / RS,Bragantino / SP,0 x 0,12,2017
Serie C,Botafogo / SP,Volta Redonda / RJ,2 x 1,12,2017
Serie C,Confiança / SE,Moto Club / MA,1 x 1,12,2017
Serie C,Moto Club / MA,Csa / AL,1 x 1,13,2017
Serie C,Salgueiro / PE,Botafogo / PB,1 x 0,13,2017
Serie C,Asa / AL,Fortaleza / CE,1 x 1,13,2017
Serie C,Macaé / RJ,Ypiranga / RS,0 x 2,13,2017
Serie C,Tombense / MG,Volta Redonda / RJ,0 x 0,13,2017
Serie C,Bragantino / SP,Mogi Mirim / SP,1 x 0,13,2017
Serie C,São Bento / SP,Tupi / MG,2 x 0,13,2017
Serie C,Remo / PA,Confiança / SE,2 x 2,13,2017
Serie C,Cuiabá / MT,Sampaio Correa / MA,1 x 3,13,2017
Serie C,Joinville / SC,Botafogo / SP,1 x 0,13,2017
Serie C,Sampaio Correa / MA,Confiança / SE,2 x 1,14,2017
Serie C,Salgueiro / PE,Asa / AL,2 x 0,14,2017
Serie C,Volta Redonda / RJ,Bragantino / SP,1 x 0,14,2017
Serie C,Tupi / MG,Macaé / RJ,1 x 0,14,2017
Serie C,Botafogo / PB,Moto Club / MA,3 x 2,14,2017
Serie C,Fortaleza / CE,Cuiabá / MT,1 x 1,14,2017
Serie C,Joinville / SC,Tombense / MG,2 x 0,14,2017
Serie C,Botafogo / SP,São Bento / SP,0 x 2,14,2017
Serie C,Csa / AL,Remo / PA,2 x 0,14,2017
Serie C,Confiança / SE,Csa / AL,2 x 0,15,2017
Serie C,Macaé / RJ,Botafogo / SP,3 x 2,15,2017
Serie C,Bragantino / SP,Tombense / MG,1 x 1,15,2017
Serie C,Tupi / MG,Mogi Mirim / SP,1 x 0,15,2017
Serie C,São Bento / SP,Joinville / SC,2 x 0,15,2017
Serie C,Sampaio Correa / MA,Fortaleza / CE,2 x 0,15,2017
Serie C,Ypiranga / RS,Volta Redonda / RJ,3 x 3,15,2017
Serie C,Asa / AL,Moto Club / MA,0 x 1,15,2017
Serie C,Remo / PA,Botafogo / PB,2 x 1,15,2017
Serie C,Cuiabá / MT,Salgueiro / PE,1 x 0,15,2017
Serie C,Botafogo / SP,Tupi / MG,1 x 1,16,2017
Serie C,Tombense / MG,Ypiranga / RS,3 x 0,16,2017
Serie C,São Bento / SP,Bragantino / SP,1 x 1,16,2017
Serie C,Moto Club / MA,Remo / PA,1 x 1,16,2017
Serie C,Salgueiro / PE,Sampaio Correa / MA,1 x 1,16,2017
Serie C,Joinville / SC,Macaé / RJ,2 x 4,16,2017
Serie C,Asa / AL,Cuiabá / MT,2 x 3,16,2017
Serie C,Botafogo / PB,Confiança / SE,1 x 2,16,2017
Serie C,Volta Redonda / RJ,Mogi Mirim / SP,4 x 0,16,2017
Serie C,Fortaleza / CE,Csa / AL,1 x 1,16,2017
Serie C,Ypiranga / RS,São Bento / SP,0 x 0,17,2017
Serie C,Botafogo / PB,Asa / AL,0 x 0,17,2017
Serie C,Tombense / MG,Botafogo / SP,2 x 1,17,2017
Serie C,Mogi Mirim / SP,Macaé / RJ,3 x 0,17,2017
Serie C,Moto Club / MA,Cuiabá / MT,1 x 0,17,2017
Serie C,Bragantino / SP,Joinville / SC,1 x 1,17,2017
Serie C,Remo / PA,Sampaio Correa / MA,1 x 2,17,2017
Serie C,Confiança / SE,Fortaleza / CE,2 x 0,17,2017
Serie C,Volta Redonda / RJ,Tupi / MG,2 x 2,17,2017
Serie C,Csa / AL,Salgueiro / PE,2 x 0,17,2017
Serie C,Botafogo / SP,Ypiranga / RS,5 x 3,18,2017
Serie C,Macaé / RJ,Tombense / MG,0 x 0,18,2017
Serie C,Tupi / MG,Bragantino / SP,2 x 3,18,2017
Serie C,São Bento / SP,Volta Redonda / RJ,1 x 0,18,2017
Serie C,Joinville / SC,Mogi Mirim / SP,8 x 1,18,2017
Serie C,Sampaio Correa / MA,Botafogo / PB,2 x 3,18,2017
Serie C,Asa / AL,Confiança / SE,1 x 2,18,2017
Serie C,Cuiabá / MT,Csa / AL,1 x 1,18,2017
Serie C,Salgueiro / PE,Remo / PA,2 x 1,18,2017
Serie C,Fortaleza / CE,Moto Club / MA,1 x 0,18,2017,09/09/2017
Serie C,Volta Redonda / RJ,Sampaio Correa / MA,0 x 1,19,2017
Serie C,Fortaleza / CE,Tupi / MG,2 x 0,19,2017
Serie C,Tombense / MG,Csa / AL,0 x 2,19,2017
Serie C,Confiança / SE,São Bento / SP,0 x 2,19,2017
Serie C,Sampaio Correa / MA,Volta Redonda / RJ,1 x 1,19,2017
Serie C,Tupi / MG,Fortaleza / CE,1 x 0,19,2017
Serie C,Csa / AL,Tombense / MG,1 x 0,19,2017
Serie C,São Bento / SP,Confiança / SE,0 x 0,19,2017
Serie C,Fortaleza / CE,Sampaio Correa / MA,1 x 0,19,2017,02/10/2017
Serie C,São Bento / SP,Csa / AL,0 x 1,19,2017
Serie C,Sampaio Correa / MA,Fortaleza / CE,2 x 2,20,2017,07/10/2017
Serie C,Csa / AL,São Bento / SP,4 x 2,20,2017
Serie C,Fortaleza / CE,Csa / AL,1 x 2,20,2017,14/10/2017
Serie C,Csa / AL,Fortaleza / CE,0 x 0,20,2017,21/10/2017
Serie C,Náutico / PE,Santa Cruz / PE,1 x 1,1,2018,15/04/2018
Serie C,Globo / RN,Abc / RN,1 x 0,1,2018,15/04/2018
Serie C,Atlético / AC,Remo / PA,1 x 0,1,2018,16/04/2018
Serie C,Salgueiro / PE,Botafogo / PB,0 x 0,1,2018,15/04/2018
Serie C,Juazeirense / BA,Confiança / SE,0 x 1,1,2018,14/04/2018
Serie C,Botafogo / SP,Bragantino / SP,1 x 1,1,2018,14/04/2018
Serie C,Operario / PR,Volta Redonda / RJ,1 x 0,1,2018,15/04/2018
Serie C,Tupi / MG,Tombense / MG,1 x 0,1,2018,14/04/2018
Serie C,Cuiabá / MT,Luverdense / MT,1 x 0,1,2018,15/04/2018
Serie C,Joinville / SC,Ypiranga / RS,1 x 0,1,2018,15/04/2018
Serie C,Santa Cruz / PE,Atlético / AC,3 x 1,2,2018,22/04/2018
Serie C,Abc / RN,Juazeirense / BA,1 x 0,2,2018,22/04/2018
Serie C,Remo / PA,Globo / RN,1 x 0,2,2018,21/04/2018
Serie C,Botafogo / PB,Náutico / PE,4 x 0,2,2018,21/04/2018
Serie C,Confiança / SE,Salgueiro / PE,3 x 0,2,2018,22/04/2018
Serie C,Bragantino / SP,Tupi / MG,1 x 0,2,2018,21/04/2018
Serie C,Volta Redonda / RJ,Cuiabá / MT,3 x 0,2,2018,21/04/2018
Serie C,Tombense / MG,Joinville / SC,3 x 0,2,2018,21/04/2018
Serie C,Luverdense / MT,Botafogo / SP,1 x 2,2,2018,21/04/2018
Serie C,Ypiranga / RS,Operario / PR,2 x 1,2,2018,22/04/2018
Serie C,Santa Cruz / PE,Abc / RN,0 x 0,3,2018,28/04/2018
Serie C,Globo / RN,Salgueiro / PE,1 x 1,3,2018,29/04/2018
Serie C,Atlético / AC,Náutico / PE,1 x 0,3,2018,29/04/2018
Serie C,Botafogo / PB,Confiança / SE,2 x 0,3,2018,30/04/2018
Serie C,Juazeirense / BA,Remo / PA,1 x 0,3,2018,28/04/2018
Serie C,Botafogo / SP,Cuiabá / MT,0 x 0,3,2018,28/04/2018
Serie C,Volta Redonda / RJ,Ypiranga / RS,3 x 2,3,2018,28/04/2018
Serie C,Tupi / MG,Operario / PR,0 x 1,3,2018,28/04/2018
Serie C,Luverdense / MT,Tombense / MG,2 x 0,3,2018,29/04/2018
Serie C,Joinville / SC,Bragantino / SP,0 x 2,3,2018,29/04/2018
Serie C,Náutico / PE,Confiança / SE,2 x 4,4,2018,05/05/2018
Serie C,Abc / RN,Botafogo / PB,2 x 0,4,2018,06/05/2018
Serie C,Remo / PA,Santa Cruz / PE,0 x 0,4,2018,05/05/2018
Serie C,Salgueiro / PE,Atlético / AC,1 x 3,4,2018,06/05/2018
Serie C,Juazeirense / BA,Globo / RN,2 x 0,4,2018,05/05/2018
Serie C,Botafogo / SP,Volta Redonda / RJ,2 x 0,4,2018,07/05/2018
Serie C,Operario / PR,Joinville / SC,2 x 0,4,2018,06/05/2018
Serie C,Tombense / MG,Bragantino / SP,1 x 0,4,2018,05/05/2018
Serie C,Cuiabá / MT,Tupi / MG,1 x 0,4,2018,05/05/2018
Serie C,Ypiranga / RS,Luverdense / MT,1 x 0,4,2018,06/05/2018
Serie C,Náutico / PE,Salgueiro / PE,3 x 0,5,2018,12/05/2018
Serie C,Globo / RN,Santa Cruz / PE,1 x 2,5,2018,14/05/2018
Serie C,Atlético / AC,Juazeirense / BA,5 x 0,5,2018,13/05/2018
Serie C,Botafogo / PB,Remo / PA,1 x 3,5,2018,13/05/2018
Serie C,Confiança / SE,Abc / RN,2 x 2,5,2018,12/05/2018
Serie C,Bragantino / SP,Ypiranga / RS,2 x 1,5,2018,12/05/2018
Serie C,Operario / PR,Tombense / MG,1 x 1,5,2018,13/05/2018
Serie C,Tupi / MG,Botafogo / SP,1 x 1,5,2018,12/05/2018
Serie C,Luverdense / MT,Volta Redonda / RJ,4 x 1,5,2018,14/05/2018
Serie C,Joinville / SC,Cuiabá / MT,2 x 3,5,2018,12/05/2018
Serie C,Santa Cruz / PE,Botafogo / PB,2 x 3,6,2018,19/05/2018
Serie C,Globo / RN,Atlético / AC,2 x 1,6,2018,20/05/2018
Serie C,Remo / PA,Confiança / SE,0 x 3,6,2018,20/05/2018
Serie C,Salgueiro / PE,Abc / RN,3 x 0,6,2018,19/05/2018
Serie C,Juazeirense / BA,Náutico / PE,2 x 0,6,2018,19/05/2018
Serie C,Botafogo / SP,Joinville / SC,3 x 0,6,2018,20/05/2018
Serie C,Volta Redonda / RJ,Bragantino / SP,2 x 1,6,2018,19/05/2018
Serie C,Tupi / MG,Luverdense / MT,0 x 1,6,2018,20/05/2018
Serie C,Cuiabá / MT,Operario / PR,4 x 0,6,2018,19/05/2018
Serie C,Ypiranga / RS,Tombense / MG,0 x 0,6,2018,20/05/2018
Serie C,Náutico / PE,Globo / RN,2 x 0,7,2018,27/05/2018
Serie C,Abc / RN,Remo / PA,2 x 1,7,2018,26/05/2018
Serie C,Atlético / AC,Botafogo / PB,1 x 0,7,2018,26/05/2018
Serie C,Salgueiro / PE,Juazeirense / BA,1 x 0,7,2018,26/05/2018
Serie C,Confiança / SE,Santa Cruz / PE,1 x 1,7,2018,28/05/2018
Serie C,Bragantino / SP,Luverdense / MT,1 x 1,7,2018,26/05/2018
Serie C,Operario / PR,Botafogo / SP,3 x 1,7,2018,27/05/2018
Serie C,Tombense / MG,Volta Redonda / RJ,1 x 0,7,2018,26/05/2018
Serie C,Cuiabá / MT,Ypiranga / RS,1 x 2,7,2018,26/05/2018
Serie C,Joinville / SC,Tupi / MG,1 x 1,7,2018,27/05/2018
Serie C,Santa Cruz / PE,Juazeirense / BA,1 x 0,8,2018,02/06/2018
Serie C,Abc / RN,Náutico / PE,2 x 0,8,2018,02/06/2018
Serie C,Remo / PA,Salgueiro / PE,0 x 1,8,2018,03/06/2018
Serie C,Botafogo / PB,Globo / RN,1 x 1,8,2018,04/06/2018
Serie C,Confiança / SE,Atlético / AC,0 x 0,8,2018,03/06/2018
Serie C,Bragantino / SP,Operario / PR,0 x 0,8,2018,02/06/2018
Serie C,Volta Redonda / RJ,Tupi / MG,2 x 3,8,2018,02/06/2018
Serie C,Tombense / MG,Cuiabá / MT,3 x 2,8,2018,02/06/2018
Serie C,Luverdense / MT,Joinville / SC,2 x 0,8,2018,03/06/2018
Serie C,Ypiranga / RS,Botafogo / SP,0 x 3,8,2018,03/06/2018
Serie C,Náutico / PE,Remo / PA,3 x 2,9,2018,09/06/2018
Serie C,Globo / RN,Confiança / SE,1 x 1,9,2018,10/06/2018
Serie C,Atlético / AC,Abc / RN,3 x 0,9,2018,10/06/2018
Serie C,Salgueiro / PE,Santa Cruz / PE,0 x 0,9,2018,11/06/2018
Serie C,Juazeirense / BA,Botafogo / PB,1 x 1,9,2018,09/06/2018
Serie C,Botafogo / SP,Tombense / MG,1 x 0,9,2018,10/06/2018
Serie C,Operario / PR,Luverdense / MT,3 x 2,9,2018,10/06/2018
Serie C,Tupi / MG,Ypiranga / RS,4 x 1,9,2018,09/06/2018
Serie C,Cuiabá / MT,Bragantino / SP,0 x 1,9,2018,09/06/2018
Serie C,Joinville / SC,Volta Redonda / RJ,1 x 0,9,2018,11/06/2018
Serie C,Botafogo / PB,Salgueiro / PE,0 x 0,10,2018,16/06/2018
Serie C,Confiança / SE,Juazeirense / BA,1 x 1,10,2018,16/06/2018
Serie C,Bragantino / SP,Botafogo / SP,0 x 2,10,2018,16/06/2018
Serie C,Volta Redonda / RJ,Operario / PR,0 x 1,10,2018,16/06/2018
Serie C,Tombense / MG,Tupi / MG,0 x 1,10,2018,16/06/2018
Serie C,Luverdense / MT,Cuiabá / MT,1 x 3,10,2018,16/06/2018
Serie C,Ypiranga / RS,Joinville / SC,2 x 0,10,2018,16/06/2018
Serie C,Abc / RN,Globo / RN,1 x 3,10,2018,16/06/2018
Serie C,Remo / PA,Atlético / AC,2 x 2,10,2018,18/06/2018
Serie C,Santa Cruz / PE,Náutico / PE,0 x 1,10,2018,18/06/2018
Serie C,Tupi / MG,Bragantino / SP,0 x 3,11,2018,23/06/2018
Serie C,Cuiabá / MT,Volta Redonda / RJ,3 x 0,11,2018,23/06/2018
Serie C,Botafogo / SP,Luverdense / MT,3 x 1,11,2018,23/06/2018
Serie C,Salgueiro / PE,Confiança / SE,1 x 1,11,2018,25/06/2018
Serie C,Juazeirense / BA,Abc / RN,2 x 2,11,2018,23/06/2018
Serie C,Náutico / PE,Botafogo / PB,2 x 0,11,2018,25/06/2018
Serie C,Operario / PR,Ypiranga / RS,2 x 1,11,2018,24/06/2018
Serie C,Joinville / SC,Tombense / MG,3 x 1,11,2018,24/06/2018
Serie C,Atlético / AC,Santa Cruz / PE,2 x 1,11,2018,24/06/2018
Serie C,Globo / RN,Remo / PA,3 x 1,11,2018,24/06/2018
Serie C,Náutico / PE,Atlético / AC,3 x 1,12,2018,30/06/2018
Serie C,Confiança / SE,Botafogo / PB,2 x 2,12,2018,01/07/2018
Serie C,Bragantino / SP,Joinville / SC,2 x 0,12,2018,30/06/2018
Serie C,Tombense / MG,Luverdense / MT,1 x 1,12,2018,30/06/2018
Serie C,Remo / PA,Juazeirense / BA,3 x 0,12,2018,29/06/2018
Serie C,Salgueiro / PE,Globo / RN,1 x 1,12,2018,30/06/2018
Serie C,Operario / PR,Tupi / MG,2 x 0,12,2018,01/07/2018
Serie C,Cuiabá / MT,Botafogo / SP,2 x 1,12,2018,30/06/2018
Serie C,Ypiranga / RS,Volta Redonda / RJ,2 x 2,12,2018,01/07/2018
Serie C,Abc / RN,Santa Cruz / PE,0 x 3,12,2018,01/07/2018
Serie C,Tupi / MG,Cuiabá / MT,1 x 3,13,2018,07/07/2018
Serie C,Bragantino / SP,Tombense / MG,2 x 1,13,2018,07/07/2018
Serie C,Volta Redonda / RJ,Botafogo / SP,1 x 0,13,2018,07/07/2018
Serie C,Luverdense / MT,Ypiranga / RS,2 x 2,13,2018,07/07/2018
Serie C,Confiança / SE,Náutico / PE,2 x 3,13,2018,07/07/2018
Serie C,Globo / RN,Juazeirense / BA,1 x 1,13,2018,08/07/2018
Serie C,Joinville / SC,Operario / PR,1 x 3,13,2018,08/07/2018
Serie C,Santa Cruz / PE,Remo / PA,2 x 0,13,2018,08/07/2018
Serie C,Atlético / AC,Salgueiro / PE,2 x 1,13,2018,08/07/2018
Serie C,Botafogo / PB,Abc / RN,2 x 0,13,2018,08/07/2018
Serie C,Tombense / MG,Operario / PR,0 x 1,14,2018,14/07/2018
Serie C,Ypiranga / RS,Bragantino / SP,1 x 1,14,2018,14/07/2018
Serie C,Abc / RN,Confiança / SE,4 x 0,14,2018,14/07/2018
Serie C,Juazeirense / BA,Atlético / AC,4 x 0,14,2018,14/07/2018
Serie C,Volta Redonda / RJ,Luverdense / MT,2 x 0,14,2018,14/07/2018
Serie C,Botafogo / SP,Tupi / MG,4 x 2,14,2018,14/07/2018
Serie C,Cuiabá / MT,Joinville / SC,5 x 0,14,2018,14/07/2018
Serie C,Remo / PA,Botafogo / PB,0 x 0,14,2018,14/07/2018
Serie C,Santa Cruz / PE,Globo / RN,1 x 1,14,2018,14/07/2018
Serie C,Salgueiro / PE,Náutico / PE,1 x 1,14,2018,16/07/2018
Serie C,Tombense / MG,Ypiranga / RS,2 x 0,15,2018,21/07/2018
Serie C,Náutico / PE,Juazeirense / BA,1 x 0,15,2018,21/07/2018
Serie C,Bragantino / SP,Volta Redonda / RJ,0 x 1,15,2018,21/07/2018
Serie C,Botafogo / PB,Santa Cruz / PE,2 x 0,15,2018,21/07/2018
Serie C,Operario / PR,Cuiabá / MT,1 x 1,15,2018,22/07/2018
Serie C,Joinville / SC,Botafogo / SP,0 x 2,15,2018,22/07/2018
Serie C,Abc / RN,Salgueiro / PE,2 x 0,15,2018,22/07/2018
Serie C,Luverdense / MT,Tupi / MG,3 x 0,15,2018,22/07/2018
Serie C,Atlético / AC,Globo / RN,1 x 1,15,2018,22/07/2018
Serie C,Confiança / SE,Remo / PA,0 x 2,15,2018,22/07/2018
Serie C,Globo / RN,Náutico / PE,1 x 1,16,2018,27/07/2018
Serie C,Juazeirense / BA,Salgueiro / PE,0 x 0,16,2018,28/07/2018
Serie C,Tupi / MG,Joinville / SC,2 x 0,16,2018,28/07/2018
Serie C,Volta Redonda / RJ,Tombense / MG,0 x 2,16,2018,28/07/2018
Serie C,Luverdense / MT,Bragantino / SP,3 x 1,16,2018,28/07/2018
Serie C,Santa Cruz / PE,Confiança / SE,4 x 0,16,2018,28/07/2018
Serie C,Ypiranga / RS,Cuiabá / MT,3 x 0,16,2018,29/07/2018
Serie C,Remo / PA,Abc / RN,1 x 0,16,2018,29/07/2018
Serie C,Botafogo / PB,Atlético / AC,1 x 0,16,2018,29/07/2018
Serie C,Botafogo / SP,Operario / PR,2 x 2,16,2018,28/07/2018
Serie C,Tupi / MG,Volta Redonda / RJ,2 x 1,17,2018,04/08/2018
Serie C,Náutico / PE,Abc / RN,2 x 0,17,2018,04/08/2018
Serie C,Operario / PR,Bragantino / SP,1 x 1,17,2018,05/08/2018
Serie C,Joinville / SC,Luverdense / MT,4 x 2,17,2018,05/08/2018
Serie C,Botafogo / SP,Ypiranga / RS,2 x 0,17,2018,04/08/2018
Serie C,Cuiabá / MT,Tombense / MG,2 x 1,17,2018,04/08/2018
Serie C,Globo / RN,Botafogo / PB,1 x 1,17,2018,05/08/2018
Serie C,Atlético / AC,Confiança / SE,0 x 3,17,2018,05/08/2018
Serie C,Juazeirense / BA,Santa Cruz / PE,0 x 0,17,2018,05/08/2018
Serie C,Salgueiro / PE,Remo / PA,0 x 1,17,2018,06/08/2018
Serie C,Bragantino / SP,Cuiabá / MT,2 x 1,18,2018,11/08/2018
Serie C,Volta Redonda / RJ,Joinville / SC,0 x 0,18,2018,11/08/2018
Serie C,Tombense / MG,Botafogo / SP,0 x 0,18,2018,11/08/2018
Serie C,Luverdense / MT,Operario / PR,1 x 0,18,2018,11/08/2018
Serie C,Ypiranga / RS,Tupi / MG,5 x 1,18,2018,11/08/2018
Serie C,Santa Cruz / PE,Salgueiro / PE,1 x 0,18,2018,11/08/2018
Serie C,Abc / RN,Atlético / AC,0 x 1,18,2018,11/08/2018
Serie C,Remo / PA,Náutico / PE,1 x 1,18,2018,11/08/2018
Serie C,Botafogo / PB,Juazeirense / BA,2 x 2,18,2018,11/08/2018
Serie C,Confiança / SE,Globo / RN,0 x 0,18,2018,11/08/2018
Serie C,Bragantino / SP,Náutico / PE,3 x 1,19,2018,18/08/2018
Serie C,Santa Cruz / PE,Operario / PR,1 x 0,19,2018,19/08/2018
Serie C,Botafogo / PB,Botafogo / SP,1 x 0,19,2018,19/08/2018
Serie C,Cuiabá / MT,Atlético / AC,2 x 0,19,2018,20/08/2018
Serie C,Operario / PR,Santa Cruz / PE,3 x 0,19,2018,26/08/2018
Serie C,Náutico / PE,Bragantino / SP,1 x 1,19,2018,26/08/2018
Serie C,Botafogo / SP,Botafogo / PB,4 x 3,19,2018,26/08/2018
Serie C,Atlético / AC,Cuiabá / MT,2 x 2,19,2018,27/08/2018
Serie C,Bragantino / SP,Operario / PR,0 x 0,19,2018,01/09/2018
Serie C,Cuiabá / MT,Botafogo / SP,0 x 0,19,2018,02/09/2018
Serie C,Botafogo / SP,Cuiabá / MT,0 x 3,20,2018,08/09/2018
Serie C,Operario / PR,Bragantino / SP,4 x 2,20,2018,09/09/2018
Serie C,Operario / PR,Cuiabá / MT,3 x 3,20,2018,16/09/2018
Serie C,Cuiabá / MT,Operario / PR,0 x 1,20,2018,22/09/2018
Serie C,Abc / RN,Náutico / PE,2 x 0,1,2019,28/04/2019
Serie C,Imperatriz / MA,Globo / RN,2 x 0,1,2019,27/04/2019
Serie C,Santa Cruz / PE,Treze / PB,2 x 2,1,2019,29/04/2019
Serie C,Botafogo / PB,Ferroviário / CE,1 x 1,1,2019,28/04/2019
Serie C,Confiança / SE,Sampaio Correa / MA,0 x 2,1,2019,28/04/2019
Serie C,Luverdense / MT,Juventude / RS,0 x 0,1,2019,28/04/2019
Serie C,Remo / PA,Boa / MG,1 x 0,1,2019,27/04/2019
Serie C,Tombense / MG,São José / RS,1 x 1,1,2019,27/04/2019
Serie C,Ypiranga / RS,Paysandu / PA,0 x 1,1,2019,27/04/2019
Serie C,Volta Redonda / RJ,Atlético / AC,3 x 0,1,2019,27/04/2019
Serie C,Globo / RN,Confiança / SE,2 x 0,2,2019,04/05/2019
Serie C,Sampaio Correa / MA,Botafogo / PB,1 x 1,2,2019,04/05/2019
Serie C,Náutico / PE,Imperatriz / MA,4 x 2,2,2019,04/05/2019
Serie C,Treze / PB,Abc / RN,0 x 0,2,2019,05/05/2019
Serie C,Ferroviário / CE,Santa Cruz / PE,3 x 0,2,2019,05/05/2019
Serie C,Atlético / AC,Ypiranga / RS,1 x 1,2,2019,05/05/2019
Serie C,Paysandu / PA,Tombense / MG,1 x 0,2,2019,06/05/2019
Serie C,Boa / MG,Volta Redonda / RJ,1 x 1,2,2019,05/05/2019
Serie C,Juventude / RS,Remo / PA,1 x 1,2,2019,04/05/2019
Serie C,São José / RS,Luverdense / MT,2 x 0,2,2019,04/05/2019
Serie C,Globo / RN,Sampaio Correa / MA,0 x 1,3,2019,12/05/2019
Serie C,Imperatriz / MA,Treze / PB,2 x 2,3,2019,11/05/2019
Serie C,Náutico / PE,Ferroviário / CE,0 x 1,3,2019,12/05/2019
Serie C,Botafogo / PB,Santa Cruz / PE,1 x 1,3,2019,13/05/2019
Serie C,Confiança / SE,Abc / RN,1 x 0,3,2019,12/05/2019
Serie C,Luverdense / MT,Remo / PA,0 x 1,3,2019,11/05/2019
Serie C,Paysandu / PA,Juventude / RS,0 x 1,3,2019,11/05/2019
Serie C,Boa / MG,Atlético / AC,0 x 0,3,2019,12/05/2019
Serie C,Ypiranga / RS,São José / RS,2 x 0,3,2019,12/05/2019
Serie C,Volta Redonda / RJ,Tombense / MG,2 x 0,3,2019,11/05/2019
Serie C,Abc / RN,Botafogo / PB,1 x 2,4,2019,19/05/2019
Serie C,Imperatriz / MA,Confiança / SE,0 x 0,4,2019,18/05/2019
Serie C,Santa Cruz / PE,Sampaio Correa / MA,3 x 3,4,2019,18/05/2019
Serie C,Treze / PB,Náutico / PE,0 x 1,4,2019,18/05/2019
Serie C,Ferroviário / CE,Globo / RN,1 x 0,4,2019,20/05/2019
Serie C,Atlético / AC,São José / RS,2 x 2,4,2019,19/05/2019
Serie C,Remo / PA,Ypiranga / RS,0 x 0,4,2019,20/05/2019
